покину~ 0,854700854700855
своїй 0,854700854700855
пом’яне 0,854700854700855
скаже 0,854700854700855
однаково 0,854700854700855
співали~ 0,854700854700855
гомонів~ 0,854700854700855
дає~ 0,854700854700855
затих~ 0,854700854700855
додбає~ 0,854700854700855
розруйнує~ 0,854700854700855
прийнялись 0,854700854700855
вертаються 1,70940170940171
мають~ 0,854700854700855
спочивать~ 0,854700854700855
панський 0,854700854700855
чути 0,854700854700855
знаю~ 0,854700854700855
плачу 0,854700854700855
сміюсь~ 0,854700854700855
дай 0,854700854700855
кинуть~ 0,854700854700855
буду 1,70940170940171
одну 0,854700854700855
чули~ 0,854700854700855
лукавила 0,854700854700855
лукавили 0,854700854700855
знаю 0,854700854700855
забудьте 0,854700854700855
говорить~ 0,854700854700855
хоче 0,854700854700855
знаєш 0,854700854700855
цурайтесь~ 1,70940170940171
пускають~ 1,70940170940171
тихо~ 0,854700854700855
своє 0,854700854700855
осталось 0,854700854700855
ступив 0,854700854700855
ходили~ 0,854700854700855
сховаєте 0,854700854700855
ховайте 0,854700854700855
топчіте~ 0,854700854700855
зовіте 0,854700854700855
славтеся 0,854700854700855
знаєте~ 0,854700854700855
знає 1,70940170940171
воины~ 0,854700854700855
стане~ 0,854700854700855
розкує 0,854700854700855
заріже~ 0,854700854700855
розіб’є 0,854700854700855
дуріть 0,854700854700855
бачить~ 1,70940170940171
бачить 1,70940170940171
знає~ 1,70940170940171
чують~ 1,70940170940171
шукайте 1,70940170940171
питайте~ 1,70940170940171
тілько~ 1,70940170940171
на 1,70940170940171
чужії~ 1,70940170940171
вертались~ 0,854700854700855
плакали 0,854700854700855
ридала~ 0,854700854700855
чули 0,854700854700855
гріло 0,854700854700855
знали 0,854700854700855
покивали 0,854700854700855
буде~ 0,854700854700855
скверніте~ 0,854700854700855
дуріте 1,70940170940171
ми 0,854700854700855
я~ 0,854700854700855
знаєм~ 0,854700854700855
второпа~ 0,854700854700855
те 0,854700854700855
брути~ 0,854700854700855
минайте 0,854700854700855
чваньтесь 0,854700854700855
турбуйтесь 0,854700854700855
сонним 0,854700854700855
розвіяв~ 0,854700854700855
приспало~ 0,854700854700855
хотіло~ 0,854700854700855
хотілось 0,854700854700855
остило~ 0,854700854700855
вгадали~ 0,854700854700855
сходились 0,854700854700855
дощем 0,854700854700855
слова~ 0,854700854700855
журюсь 0,854700854700855
здавалася 0,854700854700855
спинила~ 0,854700854700855
любила~ 0,854700854700855
пустила~ 0,854700854700855
ходила 0,854700854700855
стояла 0,854700854700855
питає~ 0,854700854700855
спитала~ 0,854700854700855
вік 0,854700854700855
хочу 0,854700854700855
піду 0,854700854700855
